name,notes,extensionID,address,service_worker,password,homePage,pathID
"justLiquidity","no-balance","mihjidmfbapomfonaeghocamdlmfedpn","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",cmbagcoinhmacpcgmbiniijboejgiahi
"moonstake","no-balance-cardano","jpaiibadifhlgmmkjaioikgpdfngkcia","addr1qy57sfzcxwujvjh80fuvs2lv3cgsmmuddh2k0axdeeahjvf6hu4vvw38r2sa9qkzr5w29lzyar6rdu07944tdfx3uy9q9hk0cu;addr1qx5dhprn2x3keu3wtwnwty4n9ww8ecr4zmafxvm9alpdgms2tg889ge8q84ddq69572ndy0qa7w42ys7aq8vcmadd22qn25rlu;addr1qxwtq823r5y2t8vv3sq3rfe6u6qle4k8xn6ppqjxrpx3rkthwrgnyvc6ury9yc8gga45fmnw49zuqyxk38zdtscws2rs2ywkyx","background_page","Default1Password1!","",cpjianbolonkcnnnkjlcdlcfgnhjdjed
"qpocket","no-balance-qkc","fcngjgdpldhilkflifccahaimnlhbhmf","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",dhabdofcfmbcogjdnlnjnodicfmaaiej
"ClearEvmWallet","","dhmmffchjanmefmbjfkhdbimfacoehne","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",djlahdpfkflehaepgohnnodmaajabdlg
"keplr","","bfcniiicmdjfigbaopfflofaaplkgjah","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",dmkamcknogkgcdfhhbddcghachkejeap
"burnerX","dead-cant-import","idagmbgimjocpeblhkmecpfepamcaiab","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",dmoidpfmmhnchjngdjcbkpdjfmhkpnjg
"celoextension","no-balance-celo","khiaodbpfhogifbmakkaadalmegkehbc","0xEC41D0a4e8379389485C797B097aBFbD7FD8E5c6;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",dommpfbbddejhlmnoeilamlncnedcjfi
"taho","dead","kjhgigdaegdedokpgdbekencpodibime","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",eajafomhmkipbjmfmhebemolkcicgfmd
"verto","dead","knmehfghlcmjddnhaoehgekkngakfjhe","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",eamiofncoknfkefhlkdblngblpffehek
"fewcha","no-balance-sui","giblnngalbbgnifdgppoiccmiaahncjf","0xd4c623942bcbfd2729cbe3891d2ba455b8d4900e811dcdb5b80ea146593c592b;0xe1cd7f69c5263276883fb99f77720cb58b9cb30ded6594e287eaaee380321516;0x1e6a2db6d6fac650474f8028c7f13fa288f6b94bc60c6fe2f82bd76b46c5eca9","service_worker","Default1Password1!","",ebfidpplhabeedpnhjnobghokpiioolj
"martian","no-balance-apt","cpodcejmphfogdpaahnpbfodjgcfbdfi","0xf26cbb3127abc72631e9236beacd595092126b5629ec53300e8ff1bb79f6cc5f;0xf856adf1736ff144a0ea315802989a2e4790a32cbc0228a122fe255e433c29d1;0x8b08acb5d61c303f6667c37351b837595cdaf2e8aa0180c7e408e7ece665afc9","service_worker","Default1Password1!","",efbglgofoippbgcjepnhiblaibcnclgk
"trust","","egjidjbpglichdcondbcbdnbeeppgdph","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",egjidjbpglichdcondbcbdnbeeppgdph
"ezDefi","","ejeemacpidnaejkhpbmfkadhgjhnolaa","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",ejeemacpidnaejkhpbmfkadhgjhnolaa
"petra","no-balance-apt","nnafecpionjibldkngmagfflcgonjgfg","0xf26cbb3127abc72631e9236beacd595092126b5629ec53300e8ff1bb79f6cc5f;0x315c73dabd76a9cbaf9f44a5109cb64b2903bf056c3c5fa39901d587e08bb670;0x3051817efb8c7f6f5a7fbcb101d8415894e9227f51a71a61badccd0c50b14c91","service_worker","Default1Password1!","",ejjladinnckdgjemekebdpeokbikhfci
"fluent","no-balance-cfx","ckhkndpbkjimknlaabjgibjdamhdbime","cfx:aaj9pmrsgj57b4ha3nkuwg3r075zmm1dr6n0x6mckp;cfx:aaku26rmbhk85y87ubcktf28a3ep985azucxgtadu2;cfx:aanrc0teysgdgm74gf9bw6bwde3n8b3eruxh3t95sw","service_worker","Default1Password1!","",eokbbaidfgdndnljmffldfgjklpjkdoi
"graphite","no-balance-only-one-address","cbncmefcemmdfadjihhkhidmkjpkcija","0x033a5379BC3D5edD92b9B1dA762688E97CEF154c;;","service_worker","Default1Password1!","",fbgdgmhhhlimaanngeakidegojjbbbbm
"yoroi","no-balance-ada","giecilgfgnapoghkfbnmcocklhokhjjl","addr1q8wham8lu4veyc5lms7g2gzw2c2rsmuxvzdr2p8jqvtvrm0t924lcnx7f5u6xzlhsev8k09eqmsj8w8wghhldszqey7qmajs8n;addr1q8fdwl2wjvl5vyssmclvmet5w056qawf7v2z3qtyw2rcm882t6rp5llvuvswarflmr025cl8d6lspfejp66h9k0av5msajgy5n;addr1q8kmtzsgmskgl06t3n737y7rqm96nkxgr4exczrmz9wqchtmplp83y5gynqktsee0lnl9tn7ef9a6l7vkn7lpx0tum5sq4540y","service_worker","Default1Password1!","",ffnbelfdoeiohenkjibnmadjiehjhajb
"julwallet","incorrect-balance","bbjpnfnjkobeaijijapjeblmgpnddbap","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",fgkldlaelopgncepgpncndebgdddikii
"iconex","dead","ddiphdhjjncbfgnbmgpiannaonfjdefc","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","dead",flpiciilemghbmfalicajoolhkkenfel
"zeon","dead","dgiaacjmcfjclpnopddlgopnlgoepgli","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",gbjepgaebckfidagpfeioimheabiohmg
"multiWallet","dead-cant-import-more-addresses-incorrect-balance","fepmplkijkhpmkpfpcfgofnhgkhldhnm","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",gkoaehhpdkfkjgjbnlahcneebidamclf
"nufi","","lnhldamjhphgdilmbbmdahfgponcpebc","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",gpnihlnnodeiiaakbikldcihojploeca
"tanglePay","","dkaokgacfjnbelfjgmkfgiejmoopcfhh","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",hbneiaclpaaglopiogfdhgccebncnjmc
"cryptoatcom","","cfhnnomladcmcmodhdhflmfmkgommdbk","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",hifafgmccdpekplomjjkcfgodnhcellj
"btcu","only-one-account","behillpobojcbmododlgocjimfafijpe","1DRpzZvyTLYcuiy43gsYoLqeAts8r48baL;;","background_page","Default1Password1!","",hihnmphnpeaonipeappnilinmgffimmh
"aroundwallet","no-balance-near","bkenchjclfdngdjemjhbbojmomodleje","cddfc3c8129f445da107d965b8cac5c7f5a44a4cf6a816472a8cd6f4e152006b;1d28f68d3f0f6a3c76309784bd13013bcad61412229d24cf62845e833750b8d4;2765a6c1fb95ac52fafa7c2cccdc2c9f7c3e80cb7ff3e257fcc85c88757880a3","service_worker","Default1Password1!","",hlcmhgjjiaibmpgmiijooccapcbgmpmb
"ctrlWallet","no-homepage","adfioaeeiamgeghelidjpcfiomcamacl","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",hmeobnfnfcmdkdcmlblgagmfpfboieaf
"coinbase","","kmbdcjgakejaohdlpalbegoejbafncjk","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",hnfanknocfeofbddgcijnmhnfnkdnaad
"monstaWallet","","cdkhpelkhopkijchbmkdncgpfafdlhpa","monsta:033a5379bc3d5edd92b9b1da762688e97cef154c;monsta:4a981186bbfbec244e0f7260529528d294ec04ed;monsta:196e98a561479ff97d533401cc10e95b238e1a2a","service_worker","Default1Password1!","",hpbgcgmiemanfelegbndmhieiigkackl
"guarda","","nndfgigdhedieenmmfpffifllijfeoml","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",hpglfhgfnhbgpjdenjgmdgoeiappafln
"virgo","incorrect-balance","copmjicgdjodgdkclliebcgionbpioah","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",ibljocddagjghmlpgihahamcghfggcjc
"ganasX","dead","cjnefjnjjnakhoebifhbhkbdmipmflnl","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","","Default1Password1!","",ingkckkjpaglapdgkgkdpinjbcgplpim
"ethereumAllInOne","only-lookup-only-two-addresses","ljipaogndlmgcpmndcmchhlmomiijhgo","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",jedgfcnbkbgiheojcfkbphplgkhgppgf
"bitget","","koinhjbpdebebfjnkcbapidioeepnbnl","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",jiidiaalihmmhddjgbnbgdfflelocpak
"atcrypto","dead","ajhafbdkljbngidhdakmakdjpjnfikmg","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",khhipdmcpafpgagjllphlmjicpmndace
"suiet","no-balance-sui","fdcgjchpfhliialmddbdgpianhknabhl","0xe1cd7f69c5263276883fb99f77720cb58b9cb30ded6594e287eaaee380321516;0x01b99471706000266427cc46aa09fb347a2fa1b957cccba9749bbafe5033ea10;0x166ffeaa5bebc005e7fd8a1a6e9ad37dabd7ebbd30d82608459ff586fb88873a","service_worker","Default1Password1!","",khpkpbbcccdmmclmpigdgddabeilkdpd
"celo-extension","no-balance-celo","imenioldebpekbcfnjajkgdmhhcbgdin","0xEC41D0a4e8379389485C797B097aBFbD7FD8E5c6;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",kkilomkmpmkbdnfelcpgckmpcaemjcdh
"enkrypt","","hlkjjkiooppacanipcfohpilodldblii","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",kkpllkodjeloidieedojogacfhpaihoh
"eternl","no-balance-cardano","hlpdmgpnifohbagkochbmpjjbcdlnejc","addr1qy57sfzcxwujvjh80fuvs2lv3cgsmmuddh2k0axdeeahjvf6hu4vvw38r2sa9qkzr5w29lzyar6rdu07944tdfx3uy9q9hk0cu;addr1qxtvfj59e8mpjhk7lsqw4pc23vp0y9f5yr6nlj8jfdqq99rqe85xr9mljy7v0w2vqculcnzv4t9z7pv6m4fjs4qz2q0q3lhel7;addr1q8996u3kp6pw092td5w4ww9u9se7yj720xcsak30msz69hkd3hr00cz72tw2qsak7v2qt87ll329ne7v69lz47kh0wcslu6t49","service_worker","Qwer1234560.","",kmhcihpebfmpgmihbkipmjlmmioameka
"dead","dead","","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","","Default1Password1!","",ldcoohedfbjoobcadoglnnmmfbdlmmhf
"safepal","dead-cant-use-at-all","bhhfgfmecamjnpbfacklmnmhcbdonfnf","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",lgmpcpglpngdoalbgeoldeajfclnhafa
"glass","no-balance-sui","cijbcpccnkijjkjjfnolbgannnhegjni","0xe1cd7f69c5263276883fb99f77720cb58b9cb30ded6594e287eaaee380321516;0x9fb5f36328d1f071c101023cef7e4643e89e4957f981e7da87d77338ae367557;0x4ebf543372785e7f3f7eacc5ccf9add3dd2169c476613e96745da8c40ac97f40","service_worker","Default1Password1!","",loinekcabhlmhjjbocijdoimmejangoa
"Nami","dead","lpfcbjknijpeeillifnkikgncikgfhdo","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",lpfcbjknijpeeillifnkikgncikgfhdo
"biport","","mddaekpgejkimlpdjehmifhkpocbmafm","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",mapbhaebnddapnmifbbkgeedkeplgjmf
"okx","","lfbeinkejcjabjbbhlnnldifdldgjlip","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",mcohilncbfahbmgdjkbpemcciiolgcge
"halo","dead-cant-use-without-app","pdjjkfbdjhknocmekjbljjojpjbmdpfe","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",nbdpmlhambbdkhkmbfpljckjcmgibalo
"guwallet","","nmjoijacmbgapojghefnmloigjjjkmkg","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",nfinomegcaccbhchhgflladpfbajihdf
"Clover","no-balance-btc","nbhclelamipomdbajdhcdgncjajpcokh","bc1qt834lseh5vxr7lqy2xkk4n59vef3xv8lq20n65;bc1q0sac07uwq52fh7qwzwty7uu2p5t88lpy677mn0;bc1qgxnwzj9rhrusdvrsg6kqv74jaxtch4q0jp8kun","service_worker","Default1Password1!","",nhnkbkgjikgcigadomkphalanndcapjk
"almanack","","ppmijmejefoindcliokengchabhaciaf","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",niifiippnpofklilmnnafmhjelgpoagk
"metamask","","jbicnfocjgojkdlhmadneobkgbmobaja","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",nkbihfbeogaeaoehlefnkodbefgpgknn
"permissionAgent","dead-need-sign-up","gfbmggiikokhegjjmcfpjjhhbihheopk","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",nkfpegmmhcipdkgoiimdegfaicbdnndh
"nabox","","ncnnhhekkcjkmihechaedglbeenehoeo","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",nknhiehlklippafakaeklbeglecifhad
"multiwallet","dead-loading","hpjobompjmhboneclnhchhhkcgimilnh","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",nlgnepoeokdfodgjkjiblkadkjbdfmgd
"wallet-with-market-making","only-one-wallet-address-no-balance-btc","iellofllkjjlleaepckhenbdgfkhlfpk","1DRpzZvyTLYcuiy43gsYoLqeAts8r48baL;;","background_page","Default1Password1!","",oldojieloelkkfeacfinhcngmbkepnlm
"medium-wallet","dead","anpgdmdekcihegodbcjmkphbljibdahb","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",olkbchllhcflpbjfgagahpkjnjioiedg
"slush","no-balance-sui","pkllhbipppahflniminfammcpdhkecih","0xe1cd7f69c5263276883fb99f77720cb58b9cb30ded6594e287eaaee380321516;0x01b99471706000266427cc46aa09fb347a2fa1b957cccba9749bbafe5033ea10;0x166ffeaa5bebc005e7fd8a1a6e9ad37dabd7ebbd30d82608459ff586fb88873a","service_worker","Default1Password1!","",opcgpfmipidbgpenhmajoajpbobppdil
"kardiaChain","dead","oaajahadpahpifaebflglmlalpmgadfm","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","background_page","Default1Password1!","",pdadjkfkgcafgbceimcpbkalnfnepbnk
"stargazer","","hmeebjpbmhofihhhgfdhhcfnekonlfoi","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",pgiaagfkgcbnmiiolekcfmljdagdhlcm
"pontemCrypto","","lepknpppgnkldkkpohffaniphpigbgnd","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",phkbamefinggmakgklpkljjmgibohnba
"Bravos","dead","","0x033a5379bc3d5edd92b9b1da762688e97cef154c;0x4A981186BbFBeC244E0F7260529528D294EC04Ed;0x196E98A561479ff97D533401Cc10e95b238e1a2A","service_worker","Default1Password1!","",jnlgamecbpmbajjfhmmmlhejkemejdma
